Search Query|Norm Query|Miner|Miner args|Query|Shard Kind
пижамные истории|subj_история пижамный|elasticsearch|--query="пижамные истории" --irrelevant-score-percent=0|preset=10036053|presets/bucket_32
пижамы для девочек виктория сикрет|викторий для_девочка subj_пижама сикрет|elasticsearch|--context-brand="victoria s secret" --context-subject="пижама" --max-product=35000 --query="пижамы для девочек виктория сикрет" --context-subject-filter=true|preset=19158781|presets/bucket_32
пижамы женская беларусь|subj_беларусь для_женщина subj_пижама|elasticsearch|--context-subject="пижама" --query="пижамы женская беларусь" --context-subject-filter=true|preset=10079636&kind=0;2|presets/bucket_32
пижамы женские ночные со штанами|для_женщина ночной subj_пижама со штаны|elasticsearch|--context-subject="пижама" --max-product=35000 --query="пижамы женские ночные со штанами" --context-subject-filter=true|preset=19204536|presets/bucket_32
пижамы женские шелковые с шортами|для_женщина subj_пижама с_шорты subj_шелк|elasticsearch|--context-subject="пижама" --query="пижамы женские шелковые с шортами" --context-subject-filter=true|preset=77001128&kind=0;2|presets/bucket_32
пижамы трикотажные с шортами|subj_пижама с_шорты subj_трикотаж|elasticsearch|--context-subject="пижама" --max-product=35000 --query="пижамы трикотажные с шортами" --context-subject-filter=true|preset=19146969|presets/bucket_32
пиколино|пиколино|elasticsearch|--context-subject="комбинезон" --context-brand="пиколино" --query="пиколино" --context-subject-filter=true|preset=10029812|presets/bucket_32
питахайя игрушка|subj_игрушка subj_питахайя|elasticsearch|--context-subject="питахайя" --max-product=35000 --query="питахайя игрушка"|preset=19683965|presets/bucket_32
питахайя|subj_питахайя|elasticsearch|--context-subject="питахайя" --query="питахайя"|preset=12121240|presets/bucket_32
плавательные шорты короткие|короткий плавательный subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="плавательные шорты короткие" --context-subject-filter=true|preset=18969380|presets/bucket_32
